基金名稱,名次,券商,總手續費,總手續費占比,交易金額,股票手續費,平均手續費率,投信,主基金名稱
第一金全球AI機器人及自動化產業基金,4,中信證券,109019,14.24%,88030215,109019,0.12%,第一金投信,第一金全球AI機器人及自動化產業基金
第一金全球AI機器人及自動化產業基金,5,大和資本市場香港有限公司,62744,8.19%,75017459,62744,0.08%,第一金投信,第一金全球AI機器人及自動化產業基金
第一金全球AI FinTech金融科技基金,1,第一金證券,122714,26.47%,120871958,122714,0.10%,第一金投信,第一金全球AI FinTech金融科技基金
第一金全球AI FinTech金融科技基金,2,元大證券,80527,17.37%,80525054,80527,0.10%,第一金投信,第一金全球AI FinTech金融科技基金
第一金全球AI FinTech金融科技基金,3,國泰綜合證券,85226,18.39%,78585566,85226,0.11%,第一金投信,第一金全球AI FinTech金融科技基金
第一金全球AI FinTech金融科技基金,4,富邦證券,84259,18.18%,78101603,84259,0.11%,第一金投信,第一金全球AI FinTech金融科技基金
第一金全球AI FinTech金融科技基金,5,State Street Securities Hong Kong,34967,7.54%,73327799,34967,0.05%,第一金投信,第一金全球AI FinTech金融科技基金
第一金全球水電瓦斯及基礎建設收益基金 (本基金之配息來源可能為本金),1,第一金證券,3144180,14.53%,2687469245,3144180,0.12%,第一金投信,第一金全球水電瓦斯及基礎建設收益基金
第一金全球水電瓦斯及基礎建設收益基金 (本基金之配息來源可能為本金),2,統一綜合證券,2476155,11.44%,2395851867,2476155,0.10%,第一金投信,第一金全球水電瓦斯及基礎建設收益基金
第一金全球水電瓦斯及基礎建設收益基金 (本基金之配息來源可能為本金),3,國泰綜合證券,3331518,15.39%,1892849860,3331518,0.18%,第一金投信,第一金全球水電瓦斯及基礎建設收益基金
第一金全球水電瓦斯及基礎建設收益基金 (本基金之配息來源可能為本金),4,永豐金證券,2571349,11.88%,1805318701,2571349,0.14%,第一金投信,第一金全球水電瓦斯及基礎建設收益基金
第一金全球水電瓦斯及基礎建設收益基金 (本基金之配息來源可能為本金),5,群益金鼎證券,2167324,10.01%,1750293972,2167324,0.12%,第一金投信,第一金全球水電瓦斯及基礎建設收益基金
第一金臺灣工業菁英30 ETF基金 (本基金配息來源可能為收益平準金),1,第一金證券,115874,16.20%,128793580,115874,0.09%,第一金投信,第一金臺灣工業菁英30 ETF基金
第一金臺灣工業菁英30 ETF基金 (本基金配息來源可能為收益平準金),2,元大證券,86816,12.14%,96505300,86816,0.09%,第一金投信,第一金臺灣工業菁英30 ETF基金
第一金臺灣工業菁英30 ETF基金 (本基金配息來源可能為收益平準金),3,群益金鼎證券,71881,10.05%,79892060,71881,0.09%,第一金投信,第一金臺灣工業菁英30 ETF基金
第一金臺灣工業菁英30 ETF基金 (本基金配息來源可能為收益平準金),4,凱基證券,71104,9.94%,79039580,71104,0.09%,第一金投信,第一金臺灣工業菁英30 ETF基金
第一金臺灣工業菁英30 ETF基金 (本基金配息來源可能為收益平準金),5,永豐金證券,60219,8.42%,66937765,60219,0.09%,第一金投信,第一金臺灣工業菁英30 ETF基金
第一金全球AI精準醫療基金,1,第一金證券,644594,20.16%,590804046,644594,0.11%,第一金投信,第一金全球AI精準醫療基金
第一金全球AI精準醫療基金,2,統一綜合證券,441229,13.80%,437762706,441229,0.10%,第一金投信,第一金全球AI精準醫療基金
第一金全球AI精準醫療基金,3,群益金鼎證券,399672,12.50%,381884445,399672,0.10%,第一金投信,第一金全球AI精準醫療基金
第一金全球AI精準醫療基金,4,中信證券,266234,8.33%,263357355,266234,0.10%,第一金投信,第一金全球AI精準醫療基金
第一金全球AI精準醫療基金,5,國泰綜合證券,276888,8.66%,251864234,276888,0.11%,第一金投信,第一金全球AI精準醫療基金
第一金全球AI人工智慧基金,1,第一金證券,1101427,20.27%,1103098490,1101427,0.10%,第一金投信,第一金全球AI人工智慧基金
第一金全球AI人工智慧基金,2,群益金鼎證券,847571,15.60%,832227696,847571,0.10%,第一金投信,第一金全球AI人工智慧基金
第一金全球AI人工智慧基金,3,永豐金證券,900201,16.57%,816020268,900201,0.11%,第一金投信,第一金全球AI人工智慧基金
第一金全球AI人工智慧基金,4,統一綜合證券,610931,11.24%,613679925,610931,0.10%,第一金投信,第一金全球AI人工智慧基金
第一金全球AI人工智慧基金,5,台新證券,401815,7.39%,409025911,401815,0.10%,第一金投信,第一金全球AI人工智慧基金
第一金小型精選基金,1,第一金證券,266700,18.16%,296368100,266700,0.09%,第一金投信,第一金小型精選基金
第一金小型精選基金,2,群益金鼎證券,238234,16.22%,264740000,238234,0.09%,第一金投信,第一金小型精選基金
第一金小型精選基金,3,元大證券,193925,13.20%,215512500,193925,0.09%,第一金投信,第一金小型精選基金
第一金小型精選基金,4,永豐金證券,184103,12.54%,204590720,184103,0.09%,第一金投信,第一金小型精選基金
第一金小型精選基金,5,統一綜合證券,177978,12.12%,197785000,177978,0.09%,第一金投信,第一金小型精選基金
第一金彭博美國10年期以上金融債券指數ETF基金,1,Jane Street,0,0.00%,0,0,0.00%,第一金投信,第一金彭博美國10年期以上金融債券指數ETF基金
第一金彭博美國10年期以上金融債券指數ETF基金,2,nan,0,0.00%,0,0,0.00%,第一金投信,第一金彭博美國10年期以上金融債券指數ETF基金
第一金彭博美國10年期以上金融債券指數ETF基金,3,nan,0,0.00%,0,0,0.00%,第一金投信,第一金彭博美國10年期以上金融債券指數ETF基金
第一金彭博美國10年期以上金融債券指數ETF基金,4,nan,0,0.00%,0,0,0.00%,第一金投信,第一金彭博美國10年期以上金融債券指數ETF基金
第一金彭博美國10年期以上金融債券指數ETF基金,5,nan,0,0.00%,0,0,0.00%,第一金投信,第一金彭博美國10年期以上金融債券指數ETF基金
第一金全球Fitness健康瘦身基金,1,第一金證券,68701,24.23%,61073938,68701,0.11%,第一金投信,第一金全球Fitness健康瘦身基金
第一金全球Fitness健康瘦身基金,2,統一綜合證券,56459,19.91%,55589562,56459,0.10%,第一金投信,第一金全球Fitness健康瘦身基金
第一金全球Fitness健康瘦身基金,3,永豐金證券,42718,15.06%,35784591,42718,0.12%,第一金投信,第一金全球Fitness健康瘦身基金
第一金全球Fitness健康瘦身基金,4,凱基證券,35648,12.57%,28644506,35648,0.12%,第一金投信,第一金全球Fitness健康瘦身基金
第一金全球Fitness健康瘦身基金,5,元大證券,27573,9.72%,25509350,27573,0.11%,第一金投信,第一金全球Fitness健康瘦身基金
第一金全球eSports電競基金,1,第一金證券,235039,23.51%,219137558,235039,0.11%,第一金投信,第一金全球eSports電競基金
第一金全球eSports電競基金,2,統一綜合證券,179073,17.91%,177509898,179073,0.10%,第一金投信,第一金全球eSports電競基金
第一金全球eSports電競基金,3,群益金鼎證券,162236,16.23%,137164986,162236,0.12%,第一金投信,第一金全球eSports電競基金
第一金全球eSports電競基金,4,CLSA Limited,96082,9.61%,133787653,96082,0.07%,第一金投信,第一金全球eSports電競基金
第一金全球eSports電競基金,5,大和資本市場香港有限公司,89015,8.90%,122504413,89015,0.07%,第一金投信,第一金全球eSports電競基金
第一金台灣核心戰略建設基金 (本基金配息來源可能為本金),1,第一金證券,1347938,20.43%,1497885977,1347938,0.09%,第一金投信,第一金台灣核心戰略建設基金
第一金台灣核心戰略建設基金 (本基金配息來源可能為本金),2,元大證券,1057266,16.03%,1174876649,1057266,0.09%,第一金投信,第一金台灣核心戰略建設基金
第一金台灣核心戰略建設基金 (本基金配息來源可能為本金),3,凱基證券,792350,12.01%,880498022,792350,0.09%,第一金投信,第一金台灣核心戰略建設基金
第一金台灣核心戰略建設基金 (本基金配息來源可能為本金),4,永豐金證券,712908,10.81%,792233300,712908,0.09%,第一金投信,第一金台灣核心戰略建設基金
第一金台灣核心戰略建設基金 (本基金配息來源可能為本金),5,統一綜合證券,698765,10.59%,776474217,698765,0.09%,第一金投信,第一金台灣核心戰略建設基金
第一金太空衛星ETF基金,1,第一金證券,3181185,21.94%,2999901901,3181185,0.11%,第一金投信,第一金太空衛星ETF基金
第一金太空衛星ETF基金,2,永豐金證券,1819789,12.55%,1564714557,1819789,0.12%,第一金投信,第一金太空衛星ETF基金
第一金太空衛星ETF基金,3,群益金鼎證券,1569173,10.82%,1535018997,1569173,0.10%,第一金投信,第一金太空衛星ETF基金
第一金太空衛星ETF基金,4,凱基證券,1771577,12.22%,1218346175,1771577,0.15%,第一金投信,第一金太空衛星ETF基金
第一金太空衛星ETF基金,5,元大證券,1198187,8.26%,1191742153,1198187,0.10%,第一金投信,第一金太空衛星ETF基金
第一金全球永續影響力投資多重資產基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),1,中信證券,0,0.00%,0,0,0.00%,第一金投信,第一金全球永續影響力投資多重資產基金
第一金全球永續影響力投資多重資產基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),2,第一金證券,23792,21.91%,22035617,23792,0.11%,第一金投信,第一金全球永續影響力投資多重資產基金
第一金全球永續影響力投資多重資產基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),3,群益金鼎證券,18456,16.99%,16900838,18456,0.11%,第一金投信,第一金全球永續影響力投資多重資產基金
第一金全球永續影響力投資多重資產基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),4,永豐金證券,19543,17.99%,16850522,19543,0.12%,第一金投信,第一金全球永續影響力投資多重資產基金
第一金全球永續影響力投資多重資產基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),5,統一綜合證券,14239,13.11%,14237558,14239,0.10%,第一金投信,第一金全球永續影響力投資多重資產基金
第一金中概平衡基金,1,第一金證券,197994,16.85%,220121390,197994,0.09%,第一金投信,第一金中概平衡基金
第一金中概平衡基金,2,永豐金證券,163584,13.92%,181819145,163584,0.09%,第一金投信,第一金中概平衡基金
第一金中概平衡基金,3,元大證券,162045,13.79%,180125813,162045,0.09%,第一金投信,第一金中概平衡基金
第一金中概平衡基金,4,統一綜合證券,128833,10.96%,143198414,128833,0.09%,第一金投信,第一金中概平衡基金
第一金中概平衡基金,5,凱基證券,113546,9.66%,126219666,113546,0.09%,第一金投信,第一金中概平衡基金
匯豐超核心優化多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),1,BNP PARIBAS SECURITIES (ASIA) LTD,99284,22.34%,43879065,12460,0.03%,匯豐投信,匯豐超核心優化多重資產基金
匯豐超核心優化多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2,美商高盛亞洲證券有限公司台北分公司,57892,13.03%,31628932,13692,0.04%,匯豐投信,匯豐超核心優化多重資產基金
匯豐超核心優化多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),3,美林證券,93439,21.03%,137928346,93439,0.07%,匯豐投信,匯豐超核心優化多重資產基金
匯豐超核心優化多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),4,JP MORGAN SECURITIES LTD,28104,6.32%,86814979,28104,0.03%,匯豐投信,匯豐超核心優化多重資產基金
匯豐超核心優化多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),5,香港商麥格理資本台灣證券分公司,35228,7.93%,42905987,21387,0.05%,匯豐投信,匯豐超核心優化多重資產基金
匯豐AI人型機器人多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),1,BNP PARIBAS SECURITIES (ASIA) LTD,240116,16.47%,73967602,22190,0.03%,匯豐投信,匯豐AI人型機器人多重資產基金
匯豐AI人型機器人多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),2,香港上海滙豐證券,147586,10.12%,547687458,147586,0.03%,匯豐投信,匯豐AI人型機器人多重資產基金
匯豐AI人型機器人多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),3,香港商麥格理資本台灣證券分公司,196184,13.45%,0,0,0.00%,匯豐投信,匯豐AI人型機器人多重資產基金
匯豐AI人型機器人多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),4,美林證券,114192,7.83%,295450463,114192,0.04%,匯豐投信,匯豐AI人型機器人多重資產基金
匯豐AI人型機器人多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),5,JP MORGAN SECURITIES LTD,63033,4.32%,279135284,63033,0.02%,匯豐投信,匯豐AI人型機器人多重資產基金
匯豐安富基金,1,香港上海滙豐證券,244434,20.28%,271825674,244434,0.09%,匯豐投信,匯豐安富基金
匯豐安富基金,2,大和國泰證券,223365,18.53%,248347996,223365,0.09%,匯豐投信,匯豐安富基金
匯豐安富基金,3,台新證券,24918,2.07%,27695255,24918,0.09%,匯豐投信,匯豐安富基金
匯豐安富基金,4,花旗環球證券,177367,14.71%,161321775,177367,0.11%,匯豐投信,匯豐安富基金
匯豐安富基金,5,統一綜合證券,133330,11.06%,148244060,133330,0.09%,匯豐投信,匯豐安富基金
匯豐龍鳳基金,1,大和國泰證券,1177880,20.77%,1309126661,1177880,0.09%,匯豐投信,匯豐龍鳳基金
匯豐龍鳳基金,2,香港商麥格理資本台灣證券分公司,958638,16.91%,1065475535,958638,0.09%,匯豐投信,匯豐龍鳳基金
匯豐龍鳳基金,3,香港上海滙豐證券,842232,14.85%,936387551,842232,0.09%,匯豐投信,匯豐龍鳳基金
匯豐龍鳳基金,4,統一綜合證券,777451,13.71%,864595059,777451,0.09%,匯豐投信,匯豐龍鳳基金
匯豐龍鳳基金,5,台灣摩根士丹利證券,671991,11.85%,747036225,671991,0.09%,匯豐投信,匯豐龍鳳基金
匯豐中國動力基金,1,CITIC SECURITIES COMPANY LIMITED,342947,30.18%,381043256,342947,0.09%,匯豐投信,匯豐中國動力基金
匯豐中國動力基金,2,HAITONG SECURITIES CO LTD,305055,26.85%,305030617,305055,0.10%,匯豐投信,匯豐中國動力基金
匯豐中國動力基金,3,CHINA INTERNATIONAL,261403,23.00%,217831879,261403,0.12%,匯豐投信,匯豐中國動力基金
匯豐中國動力基金,4,大和國泰證券,83402,7.34%,92735508,83402,0.09%,匯豐投信,匯豐中國動力基金
